property_type,neighborhood,address,room_num,floor,area,garden_area,days_to_enter,num_of_payments,monthly_arnona,building_tax,total_floors,description,has_parking,has_storage,elevator,ac,handicap,has_bars,has_safe_room,has_balcony,is_furnished,is_renovated,price,num_of_images,distance_from_center
דירה,בית שטראוס,"מזא""ה 9",3,1,120,,0,12,500,200,4,"היוקרתי דירה ברמה סופר גבוהה.

3 חדרים כ - 120 עם יציאה למרפסת שמש של  20 מטר ענקית ויוקרתית עם מרפסת שמש

ענקית, מחסן

חדר ארונות וחניה

3 שירותים ו2 מקלחות 

ריהוט: ספה, מקרר, כיריים, תנור, מדיח, מכונת כביסה, מייבש, ארונות קיר וכיסאות בר.

ערבויות: 3 חודשים וערב

ארנונה: כ350 לחודש

ועד: כ350

כניסה: 1.8.2022",1,0,1,1,0,0,0,1,0,1,17500,5,2951
דירה,בית שטראוס,קלישר 30,2,0,53,,0,12,450,150,4,"להשכרה !!  מחיר:  6000 ש""ח 
רחוב: קלישר 
מרכז תל אביב 
קומה: ק""ק - מתוך: 4 . בניין מטופח ומסודר.
דירה של  2  חדרים,כ - 50  מטר, קומה ק""ק מסודרת מוארת.
מקסימה איוכתית ויפה.
מטבח נטו,עם פינת אוכל.
חדר שינה עם מזגן וארון.
מיקום מעולה
קרובה לכלבו שלום.
מושלמת לזוג.
כניסה מידית.",0,0,0,1,0,1,0,0,0,0,6000,7,3178
דירה,בית שטראוס,קלישר 33,2,0,50,,0,12,350,150,4,"רחוב: קלישר 

מרכז תל אביב 

דירה של  2  חדרים,כ - 65  מטר, קומה ק""ק מסודרת מוארת.

מקסימה איוכתית ויפה.

מטבח נטו,עם פינת אוכל.

חדר שינה עם מזגן וארון.

מיקום מעולה

קרובה לכלבו שלום.

מושלמת לזוג.

כניסה מידית.",0,0,0,1,0,1,0,0,0,1,6000,13,3347
דירה,בית שטראוס,גרוזנברג 34,4,3,76,,0,12,1100,350,6,"4 חדרים, כ - 104  מטר חדשה מקסימה ואיוכתית. 

ביניין בוטיק אמיתי ברמה גבוהה.

סלון עם יציאה למרפסת שמש של 12 מטר.

חדרי שינה עם מזגנים.

מאסטר הורים מלא כולל חדר ארונות,חדר שירות.

מוארת

4 כוון אויר.

קרוב לנחלת בנימין.

חניה פרטית,ומעלית.

כניסה מידית.",1,0,1,1,0,0,1,1,0,1,11000,7,3098
דירה,בית שטראוס,"מזא""ה 17",4.5,3,90,,0,12,490,50,5,"לב תל אביב

דירה של  4 חדרים,כ - 90  מטר, משופצת מקסימה איוכתית ויפה.

סלון עם מטבח,פלוס פינת אוכל.

חדרי שינה עם מזגנים

קומה 2 

בניין מהמם עם מרפסת שמש.

בניין עם אופי מהמם.

בניין עם מעלית.

כניסה: 15.12.2021",0,0,1,1,0,0,0,1,0,1,10500,7,3193
יחידת דיור,התקווה,השכל 7,2,0,40,4,,9,,,2,"יחידת דיור חדשה, ללא ריהוט. הכוללת: מרפסת, דוד שמש, חיבור למכונת כביסה. המחיר כולל: מים, וארנונה. לא כולל חשמל. * תשלום ראשון: 3800 במזומן + צ'יק מזומן על סך 3800 ש""ח כביטחון. * צריך חתימה של ערב 1. * תשלום השכירות הינו ב צ'קים בלבד.",0,0,0,0,0,0,0,1,0,0,3800,3,7514
דירה,התקווה,דוד תדהר 4,3,1,83,,,12,275,376,5,"דירת מוארת, חדשה, בת שלושה חדרים, ממ""ד, מיזוג מרכזי, 
פונה לרחוב ולגינה פנימית.
יש מרפסת פונה לרחוב ולחצר פנימית לשימוש לבעלי הכלבים 
 ועוד מרפסת בחדר השינה. 
חניה בחניון תת קרקעי במכפיל חניה
 מיקום מרכזי, קרוב לשוק התקווה, רכבת ההגנה.
בדירה נשארים מייבש, מכונת כביסה, כיריים, מדיח ותנור.
כניסה גמישה.
אפשר גם בשבת וחג",1,0,1,1,1,0,1,1,0,0,7000,11,5074
יחידת דיור,התקווה,קלמן 10,1,3,55,,,12,,,3,"בניין חדיש משנת 2015. קומה 3 ללא מעלית. מרפסת שמש פרטית ענקית בגודל 40 מ""ר! חדר בגודל 15 מ""ר הכולל מטבחון, מקלחת, שירותים. מיזוג אוויר, דוד שמש, כיריים גז לבישול, תריסי גלילה חשמליים, 4 כיווני אוויר. אוטובוסים, מוניות שירות, תחנת רכבת ההגנה. סופרמרקט 24/7 פתוח בשבת, שוק התקווה במרחק הליכה. חניה חופשית (אפור) סמוך לבניין. שכ""ד: 3,000 ש""ח (לא כולל חשבונות). נדרשת ערבות בנקאית או 2 ערבים. כניסה ב 1/8",0,0,0,1,0,0,0,1,0,0,3000,5,7940
דירה,התקווה,טרפון 18,2,2,40,,0,12,,,2,"הדירה נמצאת ברחוב שקט בשכונת התקווה. 
במרחק הליכה משוק התקווה, תחנת רכבת ההגנה, התחנה המרכזית ת""א, בתי כנסת, בית דני ומתקנים עירוניים נוספים של עיריית תל אביב.
 .2bdr apartment, 40 sqm
just 5 min walking from Hatikva market
just 8 min from Hagana train station
just 15 min from Tel-Aviv central bus station",0,0,0,1,0,0,0,1,0,0,3950,4,7791
גג/פנטהאוז,התקווה,ורדיאל 20,2,3,50,60,0,12,350,400,3,"בניין בוטיק דירת פנטאוז 2 חדרים 2 מרפסות לכל כוון של הבית ,במרפסת יש פינת מנגל ברבקיו לבית עליה גג 40 מ""ר מחכה לכם מערכת ישיבה לנופים ואויר ,עליה לדירה במעלית עם מפתח תרגיש פרטיות .ר""ח ללא תנועת כלי רכב,מדרחוב,ר""ח שקט ונעים,דירת גג פרטי מרוהטת קומפלט מוארת ,מעוצבת בסגנון מודרני מפנקת ,הכל חדש,
✅גודל הדירה 50 מטר 
✅מרפסות מפנקות עם הצללה פרגולה. 
✅הליכה לרכבת ההגנה 
✅שוק העשיר הצבעוני 
✅שכר דירה 5900 ש""ח לחודש 
✅דירה מרוהטת קומפלט 
✅ללא תיווך
פרטים נוספים ;
✅ארונה דו חודשי 750 ש""ח 
✅מים לפי צריכה 
✅חשמל לפי צריכה 
✅ועד אחזקת מעלית 400 ש""ח לחודש 
✅אינטרנט 110 ש""ח לחודש 

12 שיקים 
חודש פיקדון
ערב",0,0,1,1,0,0,0,1,1,1,5900,15,7056
דירה,התקווה,קלמן 10,4,1,75,,,12,400,50,2,"להשכרה ללא תיווך! דירת 4 חדרים + מרפסת שמש. קומה ראשונה גבוהה, מעל קומת קרקע. בניין חדיש שנבנה בשנת 2015, + ממ""ד + מזגן בכל חדר + תריסי גלילה חשמליים + דוד שמש + 3 כיווני אוויר - דרום, מערב, צפון. + כיריים גז לבישול. + אזור שקט, חניה חופשית (אפור) קרוב לבניין. + תחבורה ציבורית נגישה - אוטובוסים, מוניות שירות, מרחק הליכה מתחנת רכבת ההגנה. שכ""ד: 5,500 ₪ (ללא חשבונות). חוזה שכירות לשנתיים",0,0,0,0,0,0,0,1,0,0,5500,10,7940
דירה,התקווה,"אצ""ל 7",1,1,30,,0,12,,60,3,"דרום תל אביב

דירת חדר כ - 30 מטר.משופצת,עורפית שקטה מוארת,חלונות גדולים.

מיטה גדולה

יש חדר שירות שיש בו מכונת כביסה ומייבש

קומה 1 ללא

כניסה מסודרת עם קודן

מחיר מבוקש 3500 כולל הכל מלבד החשמל שבערך עד 100 בחודש

כניסה מידית.",0,0,0,1,0,0,0,0,0,1,3500,5,796
דירה,התקווה,בועז 5,3,1,70,,0,12,400,120,4,"שכונת נווה צה""ל

דירה של  3  חדרים,כ - 70  מטר, משופצת מסודרת מקסימה ואיוכתית.

קומה 1

משופצת ונעימה

3 כיווני אוויר

מטבח חדש

כניסה מיידית",0,0,0,1,0,0,0,0,0,1,5000,6,7681
דירה,התקווה,חפר 4,2,0,47,,0,12,300,200,3,"מרכז תל אביב

דירה  של  2  חדרים,חדרי שינה גדלים מוארת מקסימה איוכתית

עברה שיפוץ כללי.

מיקום מרכזי 

המחיר כולל הכל חוץ מחשמל.

כניסה מידית.",0,0,0,1,0,1,0,0,0,0,4000,6,7139
דירה,הגוש הגדול,יחזקאל שטרייכמן 2,5,3,118,0,,12,,0,9,"יחזקאל שטרייכמן 2 13,000 ₪ הגוש הגדול, תל אביב יפו 5 חד' | 118 מ""ר | קומה 3 הוסף למועדפים שתף פרטי הנכס דירה אזור תל אביב עיר תל אביב יפו שכונה הגוש הגדול כתובת יחזקאל שטרייכמן 2 חדרים 5 מרפסות 1 קומה 3 מתוך 9 שטח בנוי 118 תשלומים בשנה 12 מה יש בדירה על עמודים מרוהטת מזגן חניה ממ""ד מרפסת נגישות סורגים מעלית מחסן מרפסת שמש משופצת על האזור רחוב יחזקאל שטרייכמן שכונת הגוש הגדול תל אביב יפו למודעות ארכיון שפורסמו באזור מפרטי , לזוג או ליחיד ! 5 חדרים מחולקת ל 3.5 חדרים - לא מתאים למשפחה בניין בוטיק: 3 דיירים בקומה, קומה 3 נוף מהמם - קו ראשון לים מרפסות: 20 מ""ר לכיוון הים + מרפסת שרות של 5 מ""ר 2 ארונות קיר יפים מרחק הליכה קצר לים 2 חניות מקורות, מחסן גדול בנוי 118 מ""ר + מרפסות מתאים לזוג או ליחיד . לטווח ארוך אילן הצגת מספר טלפון תאריך יצירה: 27/06/2024 תאריך הקפצה אחרון: 27/06/2024 מצאתי טעות מקור המודעה:יד2",1,1,1,1,1,0,1,1,0,0,13000,6,4826
דירה,הגוש הגדול,אמיר גלבוע 9,3,6,80,0,,12,,0,11,"אמיר גלבוע 9 10,950 ₪ הגוש הגדול, תל אביב יפו 3 חד' | 80 מ""ר | קומה 6 הוסף למועדפים שתף פרטי הנכס דירה אזור תל אביב עיר תל אביב יפו שכונה הגוש הגדול כתובת אמיר גלבוע 9 חדרים 3 מרפסות 1 קומה 6 מתוך 11 שטח בנוי 80 תשלומים בשנה 12 מה יש בדירה על עמודים מרוהטת מזגן חניה ממ""ד מרפסת נגישות סורגים מעלית מחסן מרפסת שמש משופצת על האזור רחוב אמיר גלבוע שכונת הגוש הגדול תל אביב יפו למודעות ארכיון שפורסמו באזור להשכרה לטווח ארוך ללא תיווך דירת 3 חדרים משודרגת. הדירה בקומה ה6 , כוללת שתי חניות צמודות, מחסן, מטבח מאובזר עם כל מוצרי החשמל (ללא מקרר) ארון ומיטה בחדר ילדים, מיטה זוגית בחדר שינה, מרפסת מרווחת. חדר כושר לדיירים פירוט ריהוט מיטה זוגית בחדר שינה חדר ילדים כולל מיטה וארון מאיה הצגת מספר טלפון תאריך יצירה: 27/06/2024 תאריך הקפצה אחרון: 27/06/2024 מצאתי טעות מקור המודעה:יד2",1,1,1,1,1,0,1,1,1,0,10950,8,4761
דירה,הגוש הגדול,מרק שאגאל 10,3,4,85,0,0,12,600,420,6,"מרק שאגאל 10 10,800 ₪ הגוש הגדול, תל אביב יפו 3 חד' | 85 מ""ר | קומה 4 הוסף למועדפים שתף פרטי הנכס דירה אזור תל אביב עיר תל אביב יפו שכונה הגוש הגדול כתובת מרק שאגאל 10 חדרים 3 מרפסות 1 קומה 4 מתוך 6 שטח בנוי 85 תאריך כניסה מיידית תשלומים בשנה 12 ארנונה בחודש 600 ועד בית בחודש 420 מה יש בדירה על עמודים מרוהטת מזגן חניה ממ""ד מרפסת נגישות סורגים מעלית מחסן מרפסת שמש משופצת על האזור שכונת הגוש הגדול תל אביב יפו למודעות ארכיון שפורסמו באזור ללא תיווך! דירת 3 חדרים יפיפיה, מרווחת ושמורה עם נוף לים. במרחק דקות הליכה מהחוף. 2 חדרי אמבטיה, 2 שירותים, חדר ארונות. ממ""ד מרווח. מטבח מאובזר ושכנים נוחים לזר הצגת מספר טלפון תאריך יצירה: 27/06/2024 תאריך הקפצה אחרון: 27/06/2024 מצאתי טעות מקור המודעה:יד2",1,1,1,1,0,0,1,1,0,1,10800,4,4829
דירה,הגוש הגדול,ארתור רובינשטיין 8,3,5,104,6,,12,,0,10,"ארתור רובינשטיין 8 9,500 ₪ הגוש הגדול, תל אביב יפו 3 חד' | 96 מ""ר | קומה 5 הוסף למועדפים שתף פרטי הנכס דירה אזור תל אביב עיר תל אביב יפו שכונה הגוש הגדול כתובת ארתור רובינשטיין 8 חדרים 3 מרפסות 1 קומה 5 מתוך 10 שטח בנוי 104 שטח גינה 6 תשלומים בשנה 12 מה יש בדירה על עמודים מרוהטת מזגן חניה ממ""ד מרפסת נגישות סורגים מעלית מחסן מרפסת שמש משופצת על האזור רחוב ארתור רובינשטיין שכונת הגוש הגדול תל אביב יפו למודעות ארכיון שפורסמו באזור שכונת נופי ים. דירה 3 חדרים מרווחות 96 מטר מוארת ומושקעת ,מרפסת עם נוף חלקי לים. יחידת הורים גדולה. מיקום מצויין מרחק הליכה מהים. כולל 2 חנויות מקורות נטע הצגת מספר טלפון תאריך יצירה: 27/06/2024 תאריך הקפצה אחרון: 27/06/2024 מצאתי טעות מקור המודעה:יד2",1,0,1,1,1,0,1,1,0,1,9500,10,4769
דירה,הגוש הגדול,אייזק שטרן 17,4.5,2,125,0,,12,990,575,12,"אייזק שטרן 17 12,000 ₪ הגוש הגדול, תל אביב יפו 4.5 חד' | 125 מ""ר | קומה 2 הוסף למועדפים שתף פרטי הנכס דירה אזור תל אביב עיר תל אביב יפו שכונה הגוש הגדול כתובת אייזק שטרן 17 חדרים 4.5 מרפסות 2 קומה 2 מתוך 12 שטח בנוי 125 תשלומים בשנה 12 ארנונה בחודש 990 ועד בית בחודש 575 מה יש בדירה על עמודים מרוהטת מזגן חניה ממ""ד מרפסת נגישות סורגים מעלית מחסן מרפסת שמש משופצת על האזור שכונת הגוש הגדול תל אביב יפו למודעות ארכיון שפורסמו באזור דירה במצב מצוין, בנין חדיש, מעוצבת מוארת, מרווחת, כולל נוף לים, מעוצבת על ידי אדריכל, 4 חדרים גדולים + 1/2 חדר ארונות/ מזווה + פינת אוכל, 2 חדרי רחצה אמבטיה ומקלחון, 3 שירותים, מרפסת שמש + מרפסת שירות. חניה ומחסן גדול במרתף, לובי מפואר מים חמים גז + חשמל, שני ארונות קיר בחדרים, מטבח יוקרתי כולל כיריים נירוסטה יוקרתיים, מיזוג מיצובישי רשת ליתושים בחלונות תחילת שכירות 1.8.2024 - אפשרות לפני ריקי פטל הצגת מספר טלפון תאריך יצירה: 27/06/2024 תאריך הקפצה אחרון: 27/06/2024 מצאתי טעות מקור המודעה:יד2",1,1,1,1,1,0,1,1,0,0,12000,10,4336
דירה,הגוש הגדול,שדרות לוי אשכול 69,3,5,102,12,,12,700,490,12,"שדרות לוי אשכול 69 9,000 ₪ הגוש הגדול, תל אביב יפו 3 חד' | 90 מ""ר | קומה 5 הוסף למועדפים שתף פרטי הנכס דירה אזור תל אביב עיר תל אביב יפו שכונה הגוש הגדול כתובת שדרות לוי אשכול 69 חדרים 3 מרפסות 1 קומה 5 מתוך 12 שטח בנוי 102 שטח גינה 12 תשלומים בשנה 12 ארנונה בחודש 700 ועד בית בחודש 490 מה יש בדירה על עמודים מרוהטת מזגן חניה ממ""ד מרפסת נגישות סורגים מעלית מחסן מרפסת שמש משופצת על האזור רחוב שדרות לוי אשכול שכונת הגוש הגדול תל אביב יפו למודעות ארכיון שפורסמו באזור דירת שלושה חדרים מרווחת מאוד 90 מטר + מרפסת גדולה, מיזוג מרכזי + חניה. בנוסף חדר ארונות צמוד לחדר השינה, מרפסת שירות לכביסה. במטבח יש תנור, כיריים ומדיח כלים. בחדרים יש בנוסף מאווררי תקרה דוד הצגת מספר טלפון תאריך יצירה: 27/06/2024 תאריך הקפצה אחרון: 27/06/2024 מצאתי טעות מקור המודעה:יד2",1,0,1,1,1,0,1,1,0,0,9000,9,4810
